id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N 284,5360.3125,5501.608,5692.5415,5713.7886,5923.843,5767.1094,,,,,,,,,,,,
N 285,5148.289,5241.8726,5352.307,5346.8613,5423.068,5285.4434,,,,,,,,,,,,
N 286,5275.2812,5429.0435,5648.3564,5679.5713,5929.8984,5771.176,,,,,,,,,,,,
N 287,5134.922,5243.3433,5384.683,5389.9614,5515.324,5373.283,,,,,,,,,,,,
N 288,5277.7344,5401.7783,5545.437,5548.375,5701.7534,5546.1934,,,,,,,,,,,,
N 289,5104.4688,5196.896,5297.3394,5284.919,5352.0986,5210.5493,,,,,,,,,,,,
N 290,5386.672,5524.584,5681.555,5689.7256,5882.1265,5719.032,,,,,,,,,,,,
N 291,4929.8125,5030.3423,5165.1577,5172.039,5302.7563,5163.5347,,,,,,,,,,,,
N 292,5119.3906,5155.372,5140.6987,5128.7275,5090.6484,4972.5674,,,,,,,,,,,,
N 293,5421.625,5545.9834,5698.286,5721.498,5916.9717,5763.886,,,,,,,,,,,,
N 294,5139.406,5170.6885,5162.8545,5146.129,5091.643,4980.365,,,,,,,,,,,,
N 295,5120.833,5171.76,5225.488,5216.343,5201.9385,5087.633,,,,,,,,,,,,
N 296,4868.455,4887.6987,4867.9067,4836.588,4719.0483,4629.832,,,,,,,,,,,,
N 297,5088.2554,5157.163,5229.9634,5219.695,5246.411,5118.0586,,,,,,,,,,,,
N 298,5346.1094,5470.8804,5622.731,5636.9385,5804.262,5654.2993,,,,,,,,,,,,
N 299,5289.8594,5271.564,5179.255,5191.2266,5130.561,5062.4756,,,,,,,,,,,,
N 300,6107.1562,6213.9106,6278.3286,6265.961,6380.67,6208.3755,,,,,,,,,,,,
N 301,5069.289,5160.23,5234.9443,5219.801,5293.7314,5147.9395,,,,,,,,,,,,
N 302,5568.1875,5729.2344,5927.1494,5947.9424,6210.2812,6036.7134,,,,,,,,,,,,
N 303,5141.5703,5224.6245,5291.83,5288.1484,5351.8057,5221.1006,,,,,,,,,,,,
N 304,5096.3906,5197.2095,5321.0527,5342.383,5472.8716,5343.28,,,,,,,,,,,,
N 305,5413.9688,5568.6353,5732.145,5769.9863,6030.5674,5865.731,,,,,,,,,,,,
N 306,5032.703,5178.061,5405.2725,5445.4443,5697.9116,5549.3037,,,,,,,,,,,,
N 307,5511.914,5708.377,5969.676,6023.3105,6380.7695,6204.998,,,,,,,,,,,,
N 308,5026.672,5143.487,5321.0425,5343.6733,5512.7183,5374.117,,,,,,,,,,,,
N 309,5190.0938,5351.015,5576.3657,5610.878,5885.0137,5722.738,,,,,,,,,,,,
N 310,5114.9375,5224.054,5366.779,5406.6055,5605.496,5476.0854,,,,,,,,,,,,
N 311,5240.9062,5365.333,5537.3477,5560.5293,5736.2456,5593.1494,,,,,,,,,,,,
N 312,5000.125,5187.357,5480.12,5541.8784,5910.0234,5740.1753,,,,,,,,,,,,
N 313,5259.7812,5382.08,5505.3804,5514.582,5681.271,5520.7056,,,,,,,,,,,,
N 314,5262.5625,5420.018,5629.3804,5659.7812,5914.379,5754.1133,,,,,,,,,,,,
N 315,5384.9688,5558.0293,5795.191,5829.4355,6117.0454,5948.4194,,,,,,,,,,,,
N 316,5150.0938,5280.9927,5457.207,5478.991,5676.89,5528.19,,,,,,,,,,,,
N 317,5365.9688,5498.7485,5648.201,5663.9893,5846.916,5691.5786,,,,,,,,,,,,
N 318,5337.625,5400.2373,5489.4834,5506.672,5574.283,5456.21,,,,,,,,,,,,
N 319,4909.4062,5041.531,5236.094,5262.1406,5475.908,5324.9634,,,,,,,,,,,,
N 320,5077.3438,5206.9336,5395.318,5426.5024,5634.079,5487.58,,,,,,,,,,,,
N 321,5627.7344,5804.077,6002.7915,6052.461,6370.5557,6195.429,,,,,,,,,,,,
N 322,5271.4375,5389.692,5547.1533,5568.9624,5736.784,5593.148,,,,,,,,,,,,
N 323,5187.7656,5338.816,5521.969,5556.1772,5804.622,5652.166,,,,,,,,,,,,
N 324,5273.9688,5399.2036,5569.828,5597.6396,5787.497,5640.352,,,,,,,,,,,,
N 325,5047.0312,5123.6616,5244.825,5252.51,5322.776,5201.4985,,,,,,,,,,,,
N 326,5183.1914,5246.859,5288.2207,5297.504,5359.208,5236.9146,,,,,,,,,,,,
N 327,5648.047,5791.1743,5913.287,5922.9844,6137.412,5959.494,,,,,,,,,,,,
N 328,5299.578,5408.166,5505.1357,5512.0938,5644.011,5492.8184,,,,,,,,,,,,
N 329,5541.3125,5692.096,5891.823,5933.6743,6186.804,6031.5522,,,,,,,,,,,,
N 330,5535.4688,5699.8726,5900.981,5928.3765,6186.057,6016.3335,,,,,,,,,,,,
N 331,5653.989,5874.8833,6133.8154,6195.1763,6604.2188,6411.0513,,,,,,,,,,,,
N 332,24587.676,25298.39,25491.197,26196.176,28915.773,28454.93,,,,,,,,,,,,
N 333,20898.05,21768.705,22389.738,22916.223,25410.082,24817.55,,,,,,,,,,,,
N 334,42611.855,43739.496,43902.93,45145.355,49767.617,49053.08,,,,,,,,,,,,
N 335,17363.275,18048.395,18498.613,18944.572,20988.098,20528.68,,,,,,,,,,,,
N 336,4782.2607,5016.138,5334.0024,5405.99,5879.486,5693.326,,,,,,,,,,,,
N 337,7791.2,8154.9023,8551.705,8672.774,9429.375,9148.119,,,,,,,,,,,,
N 338,3343.5938,3016.6448,3005.1382,3208.1875,3122.8755,3190.0125,,,,,,,,,,,,
N 339,7026.166,7344.5713,7744.626,7796.666,8544.886,8228.79,,,,,,,,,,,,
N 340,3882.7031,3857.6125,3719.9343,3637.4531,3424.5825,3371.1829,,,,,,,,,,,,
N 341,5295.9375,5292.2407,4955.7153,4782.7344,4426.235,4355.419,,,,,,,,,,,,
N 342,10086.8125,10176.6,10032.78,10169.953,10622.846,10486.767,,,,,,,,,,,,
N 343,4311.8516,4314.7656,4270.571,4226.086,4086.03,4004.8723,,,,,,,,,,,,
N 344,4308.0312,4310.6646,4260.647,4211.1562,4065.9275,3986.6592,,,,,,,,,,,,
N 345,3021.9922,3017.0596,2916.1501,2853.6172,2704.584,2651.7952,,,,,,,,,,,,
N 346,2742.5469,2736.449,2628.3977,2560.6406,2409.5967,2361.111,,,,,,,,,,,,
N 347,7788.3516,8151.577,8644.79,8759.048,9491.128,9210.168,,,,,,,,,,,,
N 348,9210.106,9645.47,10237.906,10375.393,11255.137,10919.98,,,,,,,,,,,,
N 349,6080.0254,6341.751,6692.5405,6768.835,7280.9126,7071.0254,,,,,,,,,,,,
N 350,14164.625,15024.968,16133.176,16446.79,18314.586,17720.64,,,,,,,,,,,,
N 351,11782.3125,12387.477,13308.2295,13644.145,15162.195,14702.896,,,,,,,,,,,,
N 352,8883.805,9094.126,9429.921,9570.523,10046.486,9865.211,,,,,,,,,,,,
N 353,2676.6719,2591.981,2543.3547,2512.6562,2439.6333,2451.3652,,,,,,,,,,,,
N 354,1587.9258,1678.9438,1712.2218,1542.6523,1629.6863,1510.4387,,,,,,,,,,,,
N 355,5586.879,5635.552,5586.0244,5504.2383,5339.528,5201.3,,,,,,,,,,,,
N 356,7640.378,7640.6963,7785.0366,7900.9717,7956.25,7861.7,,,,,,,,,,,,
N 357,4928.6846,4957.3496,5146.9214,5227.1924,5336.5215,5248.066,,,,,,,,,,,,
N 358,8024.918,7898.2046,7969.1147,8216.59,8406.494,8403.125,,,,,,,,,,,,
N 359,8256.273,8207.058,8065.805,8196.82,8299.977,8259.815,,,,,,,,,,,,
N 360,2592.8984,2479.0188,2325.0935,2422.1016,2454.3525,2514.5002,,,,,,,,,,,,
N 361,1837.875,1855.8005,1905.6888,1895.2891,1900.1476,1859.0868,,,,,,,,,,,,
N 362,4764.8047,4695.868,4686.5605,4731.1953,4588.172,4501.032,,,,,,,,,,,,
N 363,4513.0,4452.469,4442.843,4483.375,4350.7954,4266.3936,,,,,,,,,,,,
N 364,4653.8438,4588.6504,4579.335,4622.9375,4484.341,4397.5327,,,,,,,,,,,,
N 365,5085.414,5009.0483,4998.138,5043.289,4887.162,4797.7446,,,,,,,,,,,,
N 366,7072.508,7270.941,7454.0796,7510.3516,7884.3823,7681.3286,,,,,,,,,,,,
N 367,7299.6875,7054.9404,7009.4126,7160.1406,6929.11,6876.8745,,,,,,,,,,,,
N 368,7335.05,7086.808,7041.904,7198.909,6979.3774,6934.4136,,,,,,,,,,,,
N 369,4151.2188,4079.3184,4069.9058,4129.8125,4013.675,3940.2375,,,,,,,,,,,,
N 370,2919.0,2908.4253,2707.1116,2634.0469,2488.8518,2432.502,,,,,,,,,,,,
N 371,2471.0625,2451.8545,2232.3184,2155.914,2017.7739,1975.7576,,,,,,,,,,,,
N 372,6279.758,6327.574,6160.417,6045.617,5837.236,5690.35,,,,,,,,,,,,
N 373,4366.926,4450.949,4431.266,4297.957,4199.6777,4039.5264,,,,,,,,,,,,
N 374,3090.9766,3121.3184,2920.4753,2806.5234,2616.7502,2545.9224,,,,,,,,,,,,
N 375,3177.5254,3185.1753,3006.8386,2897.9238,2763.8867,2707.6272,,,,,,,,,,,,
N 376,7769.8926,7911.717,8207.111,8288.674,8522.504,8351.746,,,,,,,,,,,,
N 377,4940.297,4823.1753,4758.396,4768.4375,4646.0337,4629.89,,,,,,,,,,,,
N 378,6137.336,5951.327,5954.428,5998.6797,5791.787,5715.5723,,,,,,,,,,,,
N 379,8312.203,8529.234,8884.862,8998.465,9433.71,9166.889,,,,,,,,,,,,
N 380,4828.6294,4749.8857,4726.376,4776.9185,4718.0024,4693.298,,,,,,,,,,,,
N 381,4483.3027,4447.743,4453.719,4490.6387,4457.8237,4414.8013,,,,,,,,,,,,
N 382,4820.8394,4825.9473,4829.03,4780.136,4722.6406,4600.994,,,,,,,,,,,,
N 383,4537.081,4504.9443,4496.163,4495.964,4394.5337,4312.9316,,,,,,,,,,,,
N 384,6612.145,6798.8535,7019.7744,7047.397,7344.7275,7137.7993,,,,,,,,,,,,
N 385,5531.1123,5737.609,6018.331,6065.5537,6446.4536,6253.546,,,,,,,,,,,,
N 386,3179.454,3231.465,3302.7046,3299.7393,3336.9832,3252.4033,,,,,,,,,,,,
N 387,3265.6228,3240.2957,3234.8206,3228.7712,3156.2178,3107.0876,,,,,,,,,,,,
N 388,6188.0293,6046.87,6030.1255,6130.342,6048.0303,6009.8047,,,,,,,,,,,,
N 389,8024.2715,8293.308,8738.212,8791.99,9279.846,8990.783,,,,,,,,,,,,
N 390,1856.2672,1891.6226,1931.9005,1928.9418,1958.7067,1907.3464,,,,,,,,,,,,
N 391,1838.9011,1873.9384,1913.9225,1911.0261,1940.6145,1889.7708,,,,,,,,,,,,
N 392,11078.7,11322.975,11606.249,11609.726,11882.901,11568.068,,,,,,,,,,,,
N 393,5893.172,5738.826,5713.5376,5749.125,5587.3247,5521.9966,,,,,,,,,,,,
N 394,5006.0234,4754.0396,4669.5107,4763.758,4612.292,4633.1187,,,,,,,,,,,,
N 395,5217.955,5202.1543,5231.3857,5203.6113,5089.509,4956.149,,,,,,,,,,,,
N 396,1625.6992,1603.1573,1601.344,1607.0762,1566.5435,1540.265,,,,,,,,,,,,
N 397,5040.9297,4910.3945,4897.31,4918.1797,4781.213,4727.9062,,,,,,,,,,,,
N 398,1242.1895,1216.2463,1212.6027,1223.1855,1191.1182,1172.6156,,,,,,,,,,,,
N 399,8361.156,8167.4688,8153.843,8200.125,7974.7476,7855.3057,,,,,,,,,,,,
N 400,8805.828,8662.893,8632.258,8680.297,8472.454,8354.291,,,,,,,,,,,,
N 401,5877.2344,5700.2607,5669.877,5706.1875,5542.1304,5495.6187,,,,,,,,,,,,
N 402,5444.8516,5236.1846,5195.3696,5237.867,5074.809,5065.632,,,,,,,,,,,,
N 403,5337.547,4955.9204,4859.669,4975.3906,4789.852,4857.1743,,,,,,,,,,,,
N 404,9917.926,9653.609,9616.087,9736.816,9483.415,9375.337,,,,,,,,,,,,
N 405,10334.519,10557.944,10816.117,10820.001,11063.37,10772.259,,,,,,,,,,,,
N 406,8629.487,8823.402,9052.956,9061.077,9286.47,9041.906,,,,,,,,,,,,
N 407,10334.519,10557.944,10816.117,10820.001,11063.37,10772.259,,,,,,,,,,,,
N 408,8629.487,8823.402,9052.956,9061.077,9286.47,9041.906,,,,,,,,,,,,
N 409,6769.8374,6948.3354,7175.24,7196.9736,7453.03,7254.1064,,,,,,,,,,,,
N 410,6878.078,6908.691,6718.288,6597.9844,6341.5107,6207.9,,,,,,,,,,,,
N 411,698.27356,702.65735,696.07904,684.9103,670.2169,654.2009,,,,,,,,,,,,
N 412,999.6759,1008.96344,1007.86597,998.9249,979.7697,955.7422,,,,,,,,,,,,
N 413,8431.781,8580.12,8729.698,8718.168,8817.726,8592.514,,,,,,,,,,,,
N 414,3576.6582,3598.996,3566.03,3516.916,3434.7207,3352.984,,,,,,,,,,,,
N 415,1248.72,1253.8068,1253.5745,1247.6809,1228.744,1204.7842,,,,,,,,,,,,
N 416,8581.031,8798.072,9058.921,9074.303,9365.297,9111.563,,,,,,,,,,,,
N 417,5280.3623,5419.8477,5596.327,5612.596,5812.8574,5656.9614,,,,,,,,,,,,
N 418,4928.2188,5058.157,5223.99,5241.5063,5431.4556,5287.3135,,,,,,,,,,,,
N 419,9944.594,10174.216,10428.825,10450.102,10731.18,10457.645,,,,,,,,,,,,
N 420,3970.4424,4003.1328,4014.9255,3990.4766,3932.772,3840.7534,,,,,,,,,,,,
N 421,10903.48,11074.916,11242.884,11211.918,11281.163,10995.153,,,,,,,,,,,,
N 422,5497.0312,5562.228,5533.7407,5326.6875,5302.3486,5159.7812,,,,,,,,,,,,
N 423,6312.6646,6287.0728,6346.2617,6288.2427,6172.7656,6040.222,,,,,,,,,,,,
N 424,1978.8379,2000.6522,2005.1626,1934.623,1931.8752,1878.1603,,,,,,,,,,,,
N 425,925.88556,939.35565,963.7841,930.32306,945.712,915.8454,,,,,,,,,,,,
N 426,6137.373,6235.656,6320.1157,6296.0938,6331.9727,6164.1587,,,,,,,,,,,,
N 427,5061.1562,5124.1772,5162.007,5130.9316,5100.7554,4969.721,,,,,,,,,,,,
N 428,5334.5527,5413.904,5502.759,5478.8457,5503.9634,5362.9565,,,,,,,,,,,,
N 429,5368.895,5348.3257,4980.2715,4815.2856,4617.4624,4520.3555,,,,,,,,,,,,
N 430,4695.7695,4736.3955,4764.5957,4721.629,4650.3374,4534.144,,,,,,,,,,,,
N 431,4827.8574,4922.4116,5049.942,5054.501,5153.2217,5022.2144,,,,,,,,,,,,
N 432,2222.4297,2261.2405,2310.8525,2304.6895,2328.623,2268.117,,,,,,,,,,,,
N 433,2280.7734,2332.8894,2393.1375,2392.4333,2456.9426,2388.8105,,,,,,,,,,,,
N 434,6136.4375,6330.475,6603.3457,6649.0625,6979.826,6796.6523,,,,,,,,,,,,
N 435,3121.294,3167.3958,3217.603,3205.4307,3213.1165,3132.5957,,,,,,,,,,,,
N 436,11230.0,11418.448,11610.413,11575.867,11676.425,11371.517,,,,,,,,,,,,
N 437,8554.25,8789.5205,9135.185,9187.859,9564.84,9319.305,,,,,,,,,,,,
N 438,8420.078,8586.828,8778.724,8769.123,8920.913,8685.896,,,,,,,,,,,,
N 439,5475.0947,5568.0635,5663.5054,5645.8467,5696.247,5546.6597,,,,,,,,,,,,
N 440,8864.612,9040.467,9271.366,9283.561,9474.826,9240.843,,,,,,,,,,,,
N 441,8496.594,8695.992,8957.722,8978.705,9244.085,9003.507,,,,,,,,,,,,
N 442,11045.906,11271.389,11489.645,11466.148,11674.904,11352.719,,,,,,,,,,,,
N 443,10263.855,10421.818,10546.82,10455.762,10472.031,10205.25,,,,,,,,,,,,
N 444,10531.906,10743.538,10990.868,10977.594,11188.767,10886.278,,,,,,,,,,,,
N 445,4913.4473,4990.2573,5043.201,5007.3066,5020.8364,4882.4995,,,,,,,,,,,,
N 446,7067.453,7197.1978,7306.0796,7295.3906,7413.367,7216.9688,,,,,,,,,,,,
N 447,9072.216,9216.932,9316.887,9252.6455,9286.398,9029.195,,,,,,,,,,,,
N 448,9482.757,9609.132,9723.996,9673.179,9669.404,9424.714,,,,,,,,,,,,
N 449,7396.8203,7532.3184,7660.492,7653.336,7778.6113,7569.0674,,,,,,,,,,,,
N 450,7173.22,7265.382,7323.755,7281.099,7257.549,7067.7695,,,,,,,,,,,,
N 451,5953.625,6100.911,6272.4526,6271.747,6472.745,6289.8,,,,,,,,,,,,
N 452,5804.75,5971.6353,6175.992,6181.8457,6445.756,6255.4185,,,,,,,,,,,,
N 453,9058.93,9229.241,9398.748,9371.707,9507.325,9247.475,,,,,,,,,,,,
N 454,9357.979,9527.982,9687.512,9646.623,9763.195,9490.965,,,,,,,,,,,,
N 455,9647.844,9861.895,10079.89,10069.285,10310.795,10025.082,,,,,,,,,,,,
N 456,7344.189,7479.179,7610.299,7579.529,7677.4014,7463.2734,,,,,,,,,,,,
N 457,7423.038,7526.2505,7631.8413,7587.1396,7577.604,7383.9976,,,,,,,,,,,,
N 458,6567.806,6636.501,6638.4307,6629.5757,6651.9585,6499.4907,,,,,,,,,,,,
N 459,9142.442,9303.87,9466.711,9438.786,9546.423,9286.826,,,,,,,,,,,,
N 460,8088.9062,8293.958,8545.681,8552.785,8840.739,8592.51,,,,,,,,,,,,
N 461,7863.6875,8046.787,8252.525,8252.999,8481.327,8245.683,,,,,,,,,,,,
N 462,7793.5,8008.671,8281.516,8295.967,8625.834,8379.049,,,,,,,,,,,,
N 463,7584.9375,7744.598,7916.127,7898.699,8060.7163,7839.1504,,,,,,,,,,,,
N 464,7683.1094,7841.004,8032.718,8029.167,8196.942,7977.144,,,,,,,,,,,,
N 465,6547.753,6688.1494,6846.6426,6838.255,6996.0444,6802.447,,,,,,,,,,,,
N 466,6758.035,6781.7896,6878.322,6900.3906,6863.063,6745.594,,,,,,,,,,,,
N 467,3672.7812,3739.8982,3851.028,3863.9146,3949.787,3856.986,,,,,,,,,,,,
N 468,5074.0312,5073.048,5096.465,5098.285,4998.212,4908.4614,,,,,,,,,,,,
N 469,6547.9863,6596.2837,6657.207,6630.1934,6547.0234,6405.8257,,,,,,,,,,,,
N 470,6175.461,6291.665,6416.1753,6401.342,6489.8535,6316.141,,,,,,,,,,,,
N 471,5338.586,5444.075,5550.4517,5532.9473,5624.6255,5468.3154,,,,,,,,,,,,
N 472,8275.047,8423.096,8596.89,8580.326,8690.557,8465.587,,,,,,,,,,,,
N 473,8200.6875,8316.536,8419.977,8377.828,8384.717,8168.13,,,,,,,,,,,,
N 474,7621.123,7733.1577,7837.143,7801.4395,7821.896,7619.162,,,,,,,,,,,,
N 475,4907.382,4951.1436,4942.462,4896.616,4804.397,4680.988,,,,,,,,,,,,
N 476,4046.497,4092.8965,4116.663,4082.3994,4033.361,3925.9695,,,,,,,,,,,,
N 477,3108.2317,3135.6091,3131.085,3098.306,3039.6099,2961.411,,,,,,,,,,,,
N 478,6760.0273,6841.34,6888.2124,6834.418,6772.734,6592.7915,,,,,,,,,,,,
N 479,5450.5723,5541.349,5612.778,5581.748,5625.7686,5466.138,,,,,,,,,,,,
N 480,4640.848,4687.57,4694.511,4654.496,4573.947,4457.541,,,,,,,,,,,,
N 481,4480.4175,4527.343,4547.5396,4511.529,4444.3037,4331.495,,,,,,,,,,,,
N 482,5645.587,5841.1504,6130.392,6191.5264,6559.9624,6383.778,,,,,,,,,,,,
N 483,4386.56,4378.0083,4383.907,4358.6304,4270.758,4183.6675,,,,,,,,,,,,
N 484,7375.7056,7634.2065,8014.8022,8095.7583,8584.076,8353.032,,,,,,,,,,,,
N 485,4619.2266,4691.1274,4855.212,4897.049,5040.302,4927.863,,,,,,,,,,,,
N 486,6071.2812,6203.96,6417.5884,6458.288,6668.551,6516.677,,,,,,,,,,,,
N 487,7335.7676,7581.5312,7943.4214,8029.9473,8499.672,8282.761,,,,,,,,,,,,
N 488,6648.8374,6775.0713,6977.6895,7010.648,7186.55,7027.591,,,,,,,,,,,,
N 489,6519.945,6752.1934,7103.8706,7196.497,7663.6,7468.5376,,,,,,,,,,,,
N 490,8342.424,8448.365,8591.043,8581.967,8618.168,8429.51,,,,,,,,,,,,
N 491,9864.825,10362.143,11023.18,11214.314,12281.213,11921.341,,,,,,,,,,,,
N 492,10665.254,11077.467,11677.331,11836.103,12672.231,12340.017,,,,,,,,,,,,
N 493,7781.8286,8010.612,8361.999,8437.396,8850.9,8630.13,,,,,,,,,,,,
N 494,5901.892,6124.0366,6441.021,6514.9106,6947.6865,6761.5835,,,,,,,,,,,,
N 495,5589.672,5785.9697,6070.939,6135.0405,6508.828,6337.9067,,,,,,,,,,,,
N 496,6448.8125,6632.7046,6916.0444,6974.5283,7300.5845,7119.019,,,,,,,,,,,,
N 497,7972.2725,8203.447,8575.734,8662.302,9094.183,8871.966,,,,,,,,,,,,
N 498,8866.106,8955.686,9061.595,9031.735,8979.379,8783.591,,,,,,,,,,,,
N 499,6096.8823,6134.5034,6091.928,5996.4683,5879.3345,5735.1904,,,,,,,,,,,,
N 500,6906.3394,7009.931,7071.101,7009.777,7065.6885,6894.0806,,,,,,,,,,,,
N 501,6551.0757,6625.9375,6712.9287,6681.603,6645.4956,6494.3594,,,,,,,,,,,,
N 502,945.0908,996.8938,1029.1503,897.41895,984.0244,936.0875,,,,,,,,,,,,
N 503,3869.968,3858.4812,3822.0518,3830.4485,3788.97,3741.719,,,,,,,,,,,,
N 504,4780.3584,4813.5767,4603.536,4402.7803,4320.718,4204.052,,,,,,,,,,,,
N 505,6134.1455,6232.008,6339.179,6318.8994,6362.897,6197.6846,,,,,,,,,,,,
N 506,5666.725,5763.7188,5876.2334,5863.0894,5924.779,5770.9204,,,,,,,,,,,,
N 507,6183.1313,6246.6685,6227.9463,6108.7017,6020.365,5857.5854,,,,,,,,,,,,
N 508,6103.414,6212.1978,6348.3403,6340.965,6429.4883,6264.2524,,,,,,,,,,,,
N 509,8632.281,8826.977,9120.693,9143.719,9395.594,9161.803,,,,,,,,,,,,
N 510,4276.967,4305.709,4234.4,4179.76,4061.862,3973.77,,,,,,,,,,,,
N 511,7048.5547,7159.1216,7286.5366,7266.1133,7312.355,7128.478,,,,,,,,,,,,
N 512,5919.875,6094.664,6324.1226,6350.282,6625.8535,6441.787,,,,,,,,,,,,
N 513,6253.3125,6436.471,6706.5347,6751.889,7069.0664,6881.051,,,,,,,,,,,,
N 514,8202.62,8290.351,8308.019,8232.091,8092.29,7884.707,,,,,,,,,,,,
N 515,4535.0625,4642.55,4805.5454,4820.3853,4976.8516,4845.4053,,,,,,,,,,,,
N 516,6297.992,6407.7285,6552.3467,6544.541,6631.213,6460.7954,,,,,,,,,,,,
N 517,5281.289,5441.818,5652.492,5718.336,6037.025,5893.414,,,,,,,,,,,,
N 518,7555.633,7685.0767,7835.0977,7817.51,7899.824,7694.486,,,,,,,,,,,,
N 519,6126.3975,6183.6055,6201.4214,6157.206,6046.845,5830.4243,,,,,,,,,,,,
N 520,5057.6875,5138.8774,5229.8223,5214.453,5266.217,5127.189,,,,,,,,,,,,
N 521,3701.2695,3742.737,3782.296,3764.5293,3739.1362,3653.6948,,,,,,,,,,,,
N 522,8845.422,8979.161,9151.521,9155.824,9261.912,9048.701,,,,,,,,,,,,
N 523,7555.215,7598.546,7724.4185,7725.6367,7720.4844,7557.2583,,,,,,,,,,,,
N 524,3579.5234,3628.128,3714.95,3742.668,3816.375,3736.1125,,,,,,,,,,,,
N 525,10444.625,10913.799,11626.375,11804.408,12769.6045,12395.065,,,,,,,,,,,,
N 526,5969.5547,6021.632,6029.727,5966.585,5865.4653,5709.6123,,,,,,,,,,,,
N 527,7278.75,7373.3623,7437.093,7381.617,7349.5513,7151.3457,,,,,,,,,,,,
N 528,8673.852,8843.8,9028.507,9009.482,9164.4795,8914.328,,,,,,,,,,,,
N 529,951.02734,994.8643,1028.4175,906.14844,991.884,948.6515,,,,,,,,,,,,
N 530,4309.668,4360.5205,4389.701,4356.1855,4314.432,4201.0425,,,,,,,,,,,,
N 531,6487.5625,6618.982,6776.863,6774.459,6904.6416,6724.743,,,,,,,,,,,,
N 532,4402.125,4547.28,4750.415,4787.757,5044.9414,4910.8076,,,,,,,,,,,,
N 533,2738.8438,2761.8838,2702.902,2616.8281,2574.6763,2511.0427,,,,,,,,,,,,
N 534,6385.3203,6638.0264,6965.6885,7031.549,7508.884,7295.7295,,,,,,,,,,,,
N 535,9536.891,9736.229,9956.78,9950.307,10153.598,9881.6,,,,,,,,,,,,
N 536,4148.883,4160.161,4006.3574,3903.8438,3793.9475,3705.9766,,,,,,,,,,,,
N 537,6271.246,6317.5083,6272.6006,6207.461,6074.448,5922.9,,,,,,,,,,,,
N 538,7559.9375,7711.692,7879.283,7871.288,8014.3955,7801.5396,,,,,,,,,,,,
N 539,3753.793,3804.3247,3831.4722,3803.4336,3781.5803,3676.6633,,,,,,,,,,,,
N 540,5068.3945,5137.2715,5203.4385,5177.0684,5174.662,5043.591,,,,,,,,,,,,
N 541,8161.5312,8317.664,8598.425,8660.595,8913.239,8729.333,,,,,,,,,,,,
N 542,2724.7256,2724.1426,2519.2803,2387.8193,2332.7544,2277.4146,,,,,,,,,,,,
N 543,5901.7812,6046.3184,6252.0635,6276.3467,6485.814,6319.9307,,,,,,,,,,,,
N 544,5134.6562,5261.531,5442.253,5463.875,5649.2593,5504.5127,,,,,,,,,,,,
N 545,1249.8398,1283.9879,1292.2816,1162.3711,1234.7402,1190.6155,,,,,,,,,,,,
N 546,7673.5,7850.531,8100.5366,8126.8286,8368.394,8156.882,,,,,,,,,,,,
N 547,2202.2515,2220.9504,2268.9385,2178.7642,2233.6094,2166.9631,,,,,,,,,,,,
N 548,4363.25,4306.9136,4211.3325,4217.164,4125.9033,4081.2212,,,,,,,,,,,,
N 549,4603.7734,4632.911,4606.3906,4480.508,4431.5513,4325.906,,,,,,,,,,,,
N 550,3458.1384,3336.5447,3401.0288,3455.6428,3376.6438,3292.5022,,,,,,,,,,,,
N 551,8073.4375,7464.568,6527.5464,6805.5312,6817.686,7209.906,,,,,,,,,,,,
N 552,7698.5264,7778.7637,7825.9956,7765.827,7659.1187,7469.8115,,,,,,,,,,,,
N 553,8617.875,8784.667,9069.149,9103.976,9314.719,9100.482,,,,,,,,,,,,
N 554,6606.6953,6710.717,6850.9893,6850.664,6922.4214,6765.9253,,,,,,,,,,,,
N 555,6668.9375,6912.014,7349.9844,7465.4443,7982.02,7764.9165,,,,,,,,,,,,
N 556,8270.3125,8687.396,9309.446,9450.694,10334.36,9998.72,,,,,,,,,,,,
N 557,9418.344,9955.195,10638.979,10798.352,11956.48,11537.564,,,,,,,,,,,,
N 558,5093.586,5018.145,4879.742,4878.133,4842.1577,4836.2466,,,,,,,,,,,,
N 559,7848.461,7814.5444,8093.6226,8223.242,8291.02,8151.039,,,,,,,,,,,,
N 560,8410.027,8472.964,8406.252,8322.613,8138.264,7947.1094,,,,,,,,,,,,
N 561,8335.75,8586.495,8951.072,9008.904,9426.143,9178.216,,,,,,,,,,,,
N 562,5220.0312,5348.616,5521.7676,5539.504,5717.7954,5571.671,,,,,,,,,,,,
N 563,5203.1406,5388.756,5668.743,5723.884,6068.387,5903.139,,,,,,,,,,,,
N 564,4642.467,4707.8765,4775.553,4751.166,4758.233,4636.3643,,,,,,,,,,,,
N 565,2253.2764,2271.864,2210.3015,2160.669,2102.4707,2045.3542,,,,,,,,,,,,
N 566,5755.4375,5891.751,6076.1475,6091.4307,6278.6055,6112.208,,,,,,,,,,,,
N 567,5611.861,5664.7524,5682.3916,5646.517,5551.0747,5375.36,,,,,,,,,,,,
N 568,5003.292,5057.846,5072.0664,5032.448,4949.4985,4785.9185,,,,,,,,,,,,
N 569,4557.6953,4601.644,4527.005,4453.5156,4346.616,4225.611,,,,,,,,,,,,
